country,year,duration_std,value,total_value,percent_of_total
Belgium,2017,3-4,995,23068,0.043133344893358766
Belgium,2017,3-4,1098,23068,0.04759840471649038
Belgium,2017,5-9,1144,23068,0.049592509103520026
Belgium,2017,5-9,1178,23068,0.05106641234610716
Belgium,2017,5-9,1228,23068,0.053233917114617654
Belgium,2017,5-9,1123,23068,0.048682157100745624
Belgium,2017,5-9,1088,23068,0.04716490376278828
Belgium,2017,10+,4026,23068,0.17452748396046472
Belgium,2017,10+,2832,23068,0.1227674700884342
Belgium,2017,10+,2426,23068,0.10516733136812902
Belgium,2017,10+,4214,23068,0.18267730189006415
Belgium,2010,0-1,61,28903,0.002110507559768882
Belgium,2010,0-1,721,28903,0.02494550738677646
Belgium,2010,1-2,1394,28903,0.04823028751340691
Belgium,2010,3-4,1683,28903,0.05822924955886932
Belgium,2010,3-4,1689,28903,0.05843684046638757
Belgium,2010,5-9,1543,28903,0.05338546171677681
Belgium,2010,5-9,1432,28903,0.049545029927689166
Belgium,2010,5-9,1241,28903,0.04293671937169152
Belgium,2010,5-9,1168,28903,0.04041102999688614
Belgium,2010,5-9,1132,28903,0.03916548455177663
Belgium,2010,10+,1084,28903,0.03750475729163063
Belgium,2010,10+,940,28903,0.03252257551119261
Belgium,2010,10+,908,28903,0.03141542400442861
Belgium,2010,10+,938,28903,0.03245337854201986
Belgium,2010,10+,887,28903,0.030688855828114727
Belgium,2010,10+,787,28903,0.027229007369477216
Belgium,2010,10+,772,28903,0.02671003010068159
Belgium,2010,10+,818,28903,0.028301560391654844
Belgium,2010,10+,856,28903,0.0296163028059371
Belgium,2010,10+,795,28903,0.027505795246168217
Belgium,2010,10+,758,28903,0.026225651316472337
Belgium,2010,10+,745,28903,0.02577587101684946
Belgium,2010,10+,652,28903,0.022558211950316577
Belgium,2010,10+,537,28903,0.018579386222883437
Belgium,2010,10+,541,28903,0.01871778016122894
Belgium,2010,10+,532,28903,0.018406393799951563
Belgium,2010,10+,462,28903,0.015984499878905305
Belgium,2010,10+,424,28903,0.014669757464623049
Belgium,2010,10+,372,28903,0.012870636266131543
Belgium,2010,10+,374,28903,0.012939833235304293
Belgium,2010,10+,322,28903,0.011140712036812788
Belgium,2010,10+,290,28903,0.010033560530048783
Belgium,2010,10+,263,28903,0.009099401446216656
Belgium,2010,10+,243,28903,0.008407431754489153
Belgium,2010,10+,216,28903,0.007473272670657025
Belgium,2010,10+,1323,28903,0.04577379510777428
Belgium,2009,0-1,131,32606,0.004017665460344722
Belgium,2009,0-1,748,32606,0.022940563086548488
Belgium,2009,1-2,1725,32606,0.0529043734282034
Belgium,2009,3-4,1939,32606,0.05946758265349936
Belgium,2009,3-4,1959,32606,0.06008096669324664
Belgium,2009,5-9,1773,32606,0.05437649512359689
Belgium,2009,5-9,1524,32606,0.04673986382874318
Belgium,2009,5-9,1310,32606,0.040176654603447215
Belgium,2009,5-9,1306,32606,0.04005397779549776
Belgium,2009,5-9,1297,32606,0.03977795497761148
Belgium,2009,10+,1071,32606,0.032846715328467155
Belgium,2009,10+,1063,32606,0.032601361712568236
Belgium,2009,10+,1059,32606,0.03247868490461878
Belgium,2009,10+,967,32606,0.029657118321781268
Belgium,2009,10+,890,32606,0.02729558976875422
Belgium,2009,10+,1006,32606,0.030853217199288473
Belgium,2009,10+,928,32606,0.02846101944427406
Belgium,2009,10+,950,32606,0.029135741887996076
Belgium,2009,10+,974,32606,0.02987180273569282
Belgium,2009,10+,911,32606,0.027939643010488867
Belgium,2009,10+,834,32606,0.025578114457461817
Belgium,2009,10+,782,32606,0.023983315954118872
Belgium,2009,10+,676,32606,0.02073238054345826
Belgium,2009,10+,687,32606,0.021069741765319266
Belgium,2009,10+,626,32606,0.019198920444090044
Belgium,2009,10+,598,32606,0.018340182788443845
Belgium,2009,10+,496,32606,0.015211924185732688
Belgium,2009,10+,529,32606,0.016224007851315708
Belgium,2009,10+,432,32606,0.013249095258541373
Belgium,2009,10+,446,32606,0.013678464086364472
Belgium,2009,10+,355,32606,0.010887566705514322
Belgium,2009,10+,336,32606,0.010304851867754402
Belgium,2009,10+,335,32606,0.010274182665767037
Belgium,2009,10+,245,32606,0.007513954486904251
Belgium,2009,10+,245,32606,0.007513954486904251
Belgium,2009,10+,1453,32606,0.04456235048764031
Belgium,2002,0-1,105,30628,0.003428235601410474
Belgium,2002,0-1,203,30628,0.006627922162726917
Belgium,2002,1-2,1302,30628,0.04251012145748988
Belgium,2002,3-4,1674,30628,0.05465587044534413
Belgium,2002,3-4,1584,30628,0.0517173827869923
Belgium,2002,5-9,1547,30628,0.05050933786078098
Belgium,2002,5-9,1524,30628,0.049758391014757736
Belgium,2002,5-9,1398,30628,0.04564450829306517
Belgium,2002,5-9,1377,30628,0.044958861172783075
Belgium,2002,5-9,1380,30628,0.045056810761394804
Belgium,2002,10+,1377,30628,0.044958861172783075
Belgium,2002,10+,1328,30628,0.04335901789212485
Belgium,2002,10+,1207,30628,0.03940838448478516
Belgium,2002,10+,1131,30628,0.036926994906621394
Belgium,2002,10+,1021,30628,0.03333550999085804
Belgium,2002,10+,895,30628,0.02922162726916547
Belgium,2002,10+,871,30628,0.028438030560271648
Belgium,2002,10+,874,30628,0.028535980148883373
Belgium,2002,10+,858,30628,0.02801358234295416
Belgium,2002,10+,846,30628,0.02762178398850725
Belgium,2002,10+,790,30628,0.025793391667754996
Belgium,2002,10+,781,30628,0.025499542901919813
Belgium,2002,10+,739,30628,0.02412824866135562
Belgium,2002,10+,633,30628,0.020667363197074573
Belgium,2002,10+,647,30628,0.021124461277262637
Belgium,2002,10+,597,30628,0.01949196813373384
Belgium,2002,10+,505,30628,0.01648818074964085
Belgium,2002,10+,480,30628,0.01567193417787645
Belgium,2002,10+,400,30628,0.013059945148230378
Belgium,2002,10+,385,30628,0.012570197205171739
Belgium,2002,10+,335,30628,0.01093770406164294
Belgium,2002,10+,273,30628,0.008913412563667233
Belgium,2002,10+,255,30628,0.008325715031996866
Belgium,2002,10+,182,30628,0.005942275042444821
Belgium,2002,10+,155,30628,0.005060728744939271
Belgium,2002,10+,969,30628,0.03163771712158809
Belgium,2001,0-1,120,29314,0.004093607150167156
Belgium,2001,0-1,226,29314,0.0077096267994814765
Belgium,2001,1-2,1106,29314,0.03772941256737395
Belgium,2001,3-4,1456,29314,0.04966910008869482
Belgium,2001,3-4,1484,29314,0.05062427509040049
Belgium,2001,5-9,1467,29314,0.05004434741079348
Belgium,2001,5-9,1462,29314,0.04987378044620318
Belgium,2001,5-9,1383,29314,0.04717882240567647
Belgium,2001,5-9,1417,29314,0.048338677764890495
Belgium,2001,5-9,1370,29314,0.046735348297741695
Belgium,2001,10+,1340,29314,0.045711946510199906
Belgium,2001,10+,1320,29314,0.04502967865183871
Belgium,2001,10+,1156,29314,0.039435082213276934
Belgium,2001,10+,1017,29314,0.034693320597666645
Belgium,2001,10+,911,29314,0.031077300948352322
Belgium,2001,10+,877,29314,0.029917445589138295
Belgium,2001,10+,811,29314,0.027665961656546362
Belgium,2001,10+,835,29314,0.028484683086579792
Belgium,2001,10+,776,29314,0.026471992904414272
Belgium,2001,10+,778,29314,0.026540219690250392
Belgium,2001,10+,752,29314,0.025653271474380842
Belgium,2001,10+,723,29314,0.02466398307975711
Belgium,2001,10+,667,29314,0.022753633076345772
Belgium,2001,10+,665,29314,0.022685406290509653
Belgium,2001,10+,616,29314,0.021013850037524734
Belgium,2001,10+,605,29314,0.020638602715426075
Belgium,2001,10+,458,29314,0.015623933956471311
Belgium,2001,10+,476,29314,0.016237975028996383
Belgium,2001,10+,433,29314,0.01477109913351982
Belgium,2001,10+,369,29314,0.012587841986764003
Belgium,2001,10+,334,29314,0.011393873234631917
Belgium,2001,10+,339,29314,0.011564440199222214
Belgium,2001,10+,207,29314,0.007061472334038343
Belgium,2001,10+,170,29314,0.005799276796070137
Belgium,2001,10+,161,29314,0.005492256259807601
Belgium,2001,10+,1027,29314,0.03503445452684724
Belgium,1995,0-1,33,34983,9.433153245862276e-4
Belgium,1995,0-1,162,34983,0.00463082068433239
Belgium,1995,1-2,906,34983,0.025898293456821885
Belgium,1995,3-4,2054,34983,0.058714232627276104
Belgium,1995,3-4,2181,34983,0.06234456736128977
Belgium,1995,5-9,2071,34983,0.05920018294600234
Belgium,1995,5-9,1927,34983,0.05508389789326244
Belgium,1995,5-9,1751,34983,0.05005288282880256
Belgium,1995,5-9,1618,34983,0.0462510362175914
Belgium,1995,5-9,1549,34983,0.0442786496298202
Belgium,1995,10+,6959,34983,0.19892519223622904
Belgium,1995,10+,5375,34983,0.1536460566560901
Belgium,1995,10+,8397,34983,0.24003087213789556
Bosnia and Herzegovina,2019,0-1,134,2790,0.04802867383512545
Bosnia and Herzegovina,2019,1-2,383,2790,0.13727598566308244
Bosnia and Herzegovina,2019,3-4,301,2790,0.10788530465949821
Bosnia and Herzegovina,2019,5-9,1972,2790,0.706810035842294
Bosnia and Herzegovina,2018,0-1,149,3091,0.04820446457457134
Bosnia and Herzegovina,2018,1-2,402,3091,0.1300549983824005
Bosnia and Herzegovina,2018,3-4,328,3091,0.10611452604335167
Bosnia and Herzegovina,2018,5-9,2212,3091,0.7156260109996765
Bosnia and Herzegovina,2010,0-1,100,1676,0.059665871121718374
Bosnia and Herzegovina,2010,0-1,139,1676,0.08293556085918855
Bosnia and Herzegovina,2010,1-2,121,1676,0.07219570405727924
Bosnia and Herzegovina,2010,3-4,133,1676,0.07935560859188544
Bosnia and Herzegovina,2010,3-4,131,1676,0.07816229116945107
Bosnia and Herzegovina,2010,5-9,94,1676,0.05608591885441527
Bosnia and Herzegovina,2010,5-9,71,1676,0.042362768496420046
Bosnia and Herzegovina,2010,5-9,72,1676,0.04295942720763723
Bosnia and Herzegovina,2010,5-9,64,1676,0.03818615751789976
Bosnia and Herzegovina,2010,5-9,46,1676,0.027446300715990454
Bosnia and Herzegovina,2010,10+,67,1676,0.03997613365155131
Bosnia and Herzegovina,2010,10+,43,1676,0.0256563245823389
Bosnia and Herzegovina,2010,10+,53,1676,0.03162291169451074
Bosnia and Herzegovina,2010,10+,40,1676,0.02386634844868735
Bosnia and Herzegovina,2010,10+,41,1676,0.024463007159904536
Bosnia and Herzegovina,2010,10+,32,1676,0.01909307875894988
Bosnia and Herzegovina,2010,10+,29,1676,0.017303102625298328
Bosnia and Herzegovina,2010,10+,29,1676,0.017303102625298328
Bosnia and Herzegovina,2010,10+,24,1676,0.014319809069212411
Bosnia and Herzegovina,2010,10+,25,1676,0.014916467780429593
Bosnia and Herzegovina,2010,10+,28,1676,0.016706443914081145
Bosnia and Herzegovina,2010,10+,30,1676,0.017899761336515514
Bosnia and Herzegovina,2010,10+,31,1676,0.018496420047732696
Bosnia and Herzegovina,2010,10+,20,1676,0.011933174224343675
Bosnia and Herzegovina,2010,10+,29,1676,0.017303102625298328
Bosnia and Herzegovina,2010,10+,23,1676,0.013723150357995227
Bosnia and Herzegovina,2010,10+,25,1676,0.014916467780429593
Bosnia and Herzegovina,2010,10+,18,1676,0.010739856801909307
Bosnia and Herzegovina,2010,10+,14,1676,0.008353221957040573
Bosnia and Herzegovina,2010,10+,15,1676,0.008949880668257757
Bosnia and Herzegovina,2010,10+,16,1676,0.00954653937947494
Bosnia and Herzegovina,2010,10+,12,1676,0.007159904534606206
Bosnia and Herzegovina,2010,10+,5,1676,0.0029832935560859188
Bosnia and Herzegovina,2010,10+,3,1676,0.0017899761336515514
Bosnia and Herzegovina,2010,10+,9,1676,0.0053699284009546535
Bosnia and Herzegovina,2010,10+,44,1676,0.026252983293556086
Bosnia and Herzegovina,2009,0-1,83,1402,0.05920114122681883
Bosnia and Herzegovina,2009,0-1,138,1402,0.09843081312410841
Bosnia and Herzegovina,2009,1-2,113,1402,0.08059914407988587
Bosnia and Herzegovina,2009,3-4,97,1402,0.06918687589158345
Bosnia and Herzegovina,2009,3-4,86,1402,0.06134094151212553
Bosnia and Herzegovina,2009,5-9,84,1402,0.05991440798858773
Bosnia and Herzegovina,2009,5-9,84,1402,0.05991440798858773
Bosnia and Herzegovina,2009,5-9,44,1402,0.03138373751783167
Bosnia and Herzegovina,2009,5-9,63,1402,0.0449358059914408
Bosnia and Herzegovina,2009,5-9,45,1402,0.03209700427960057
Bosnia and Herzegovina,2009,10+,45,1402,0.03209700427960057
Bosnia and Herzegovina,2009,10+,37,1402,0.026390870185449358
Bosnia and Herzegovina,2009,10+,33,1402,0.023537803138373753
Bosnia and Herzegovina,2009,10+,30,1402,0.021398002853067047
Bosnia and Herzegovina,2009,10+,44,1402,0.03138373751783167
Bosnia and Herzegovina,2009,10+,21,1402,0.014978601997146932
Bosnia and Herzegovina,2009,10+,19,1402,0.01355206847360913
Bosnia and Herzegovina,2009,10+,17,1402,0.012125534950071327
Bosnia and Herzegovina,2009,10+,23,1402,0.016405135520684736
Bosnia and Herzegovina,2009,10+,27,1402,0.01925820256776034
Bosnia and Herzegovina,2009,10+,36,1402,0.025677603423680456
Bosnia and Herzegovina,2009,10+,27,1402,0.01925820256776034
Bosnia and Herzegovina,2009,10+,18,1402,0.012838801711840228
Bosnia and Herzegovina,2009,10+,16,1402,0.011412268188302425
Bosnia and Herzegovina,2009,10+,19,1402,0.01355206847360913
Bosnia and Herzegovina,2009,10+,20,1402,0.014265335235378032
Bosnia and Herzegovina,2009,10+,17,1402,0.012125534950071327
Bosnia and Herzegovina,2009,10+,16,1402,0.011412268188302425
Bosnia and Herzegovina,2009,10+,12,1402,0.008559201141226819
Bosnia and Herzegovina,2009,10+,15,1402,0.010699001426533523
Bosnia and Herzegovina,2009,10+,10,1402,0.007132667617689016
Bosnia and Herzegovina,2009,10+,6,1402,0.0042796005706134095
Bosnia and Herzegovina,2009,10+,9,1402,0.006419400855920114
Bosnia and Herzegovina,2009,10+,8,1402,0.005706134094151213
Bosnia and Herzegovina,2009,10+,4,1402,0.0028530670470756064
Bosnia and Herzegovina,2009,10+,36,1402,0.025677603423680456
Bosnia and Herzegovina,2008,0-1,78,1369,0.05697589481373265
Bosnia and Herzegovina,2008,1-2,229,1369,0.1672753834915997
Bosnia and Herzegovina,2008,3-4,205,1369,0.14974433893352812
Bosnia and Herzegovina,2008,5-9,857,1369,0.6260043827611396
Bosnia and Herzegovina,2007,0-1,86,1826,0.047097480832420595
Bosnia and Herzegovina,2007,0-1,138,1826,0.0755750273822563
Bosnia and Herzegovina,2007,1-2,157,1826,0.0859802847754655
Bosnia and Herzegovina,2007,3-4,126,1826,0.06900328587075576
Bosnia and Herzegovina,2007,3-4,135,1826,0.07393209200438117
Bosnia and Herzegovina,2007,5-9,104,1826,0.056955093099671415
Bosnia and Herzegovina,2007,5-9,95,1826,0.052026286966046005
Bosnia and Herzegovina,2007,5-9,80,1826,0.04381161007667032
Bosnia and Herzegovina,2007,5-9,53,1826,0.029025191675794086
Bosnia and Herzegovina,2007,5-9,56,1826,0.030668127053669222
Bosnia and Herzegovina,2007,10+,65,1826,0.035596933187294635
Bosnia and Herzegovina,2007,10+,43,1826,0.023548740416210297
Bosnia and Herzegovina,2007,10+,47,1826,0.02573932092004381
Bosnia and Herzegovina,2007,10+,39,1826,0.02135815991237678
Bosnia and Herzegovina,2007,10+,25,1826,0.013691128148959474
Bosnia and Herzegovina,2007,10+,26,1826,0.014238773274917854
Bosnia and Herzegovina,2007,10+,46,1826,0.025191675794085433
Bosnia and Herzegovina,2007,10+,36,1826,0.019715224534501644
Bosnia and Herzegovina,2007,10+,36,1826,0.019715224534501644
Bosnia and Herzegovina,2007,10+,31,1826,0.016976998904709748
Bosnia and Herzegovina,2007,10+,25,1826,0.013691128148959474
Bosnia and Herzegovina,2007,10+,17,1826,0.009309967141292442
Bosnia and Herzegovina,2007,10+,18,1826,0.009857612267250822
Bosnia and Herzegovina,2007,10+,18,1826,0.009857612267250822
Bosnia and Herzegovina,2007,10+,31,1826,0.016976998904709748
Bosnia and Herzegovina,2007,10+,23,1826,0.012595837897042717
Bosnia and Herzegovina,2007,10+,23,1826,0.012595837897042717
Bosnia and Herzegovina,2007,10+,16,1826,0.008762322015334063
Bosnia and Herzegovina,2007,10+,14,1826,0.0076670317634173054
Bosnia and Herzegovina,2007,10+,17,1826,0.009309967141292442
Bosnia and Herzegovina,2007,10+,13,1826,0.007119386637458927
Bosnia and Herzegovina,2007,10+,11,1826,0.006024096385542169
Bosnia and Herzegovina,2007,10+,12,1826,0.0065717415115005475
Bosnia and Herzegovina,2007,10+,12,1826,0.0065717415115005475
Bosnia and Herzegovina,2007,10+,9,1826,0.004928806133625411
Bosnia and Herzegovina,2007,10+,48,1826,0.02628696604600219
Bosnia and Herzegovina,2006,0-1,79,1659,0.047619047619047616
Bosnia and Herzegovina,2006,1-2,272,1659,0.16395418927064498
Bosnia and Herzegovina,2006,3-4,230,1659,0.13863773357444242
Bosnia and Herzegovina,2006,5-9,987,1659,0.5949367088607594
Bosnia and Herzegovina,2005,0-1,83,1763,0.047078842881452074
Bosnia and Herzegovina,2005,1-2,293,1763,0.16619398752127057
Bosnia and Herzegovina,2005,3-4,251,1763,0.14237095859330687
Bosnia and Herzegovina,2005,5-9,1134,1763,0.6432217810550198
Bosnia and Herzegovina,2004,0-1,80,1494,0.0535475234270415
Bosnia and Herzegovina,2004,0-1,123,1494,0.0823293172690763
Bosnia and Herzegovina,2004,1-2,121,1494,0.08099062918340026
Bosnia and Herzegovina,2004,3-4,133,1494,0.08902275769745649
Bosnia and Herzegovina,2004,3-4,115,1494,0.07697456492637215
Bosnia and Herzegovina,2004,5-9,83,1494,0.05555555555555555
Bosnia and Herzegovina,2004,5-9,92,1494,0.06157965194109773
Bosnia and Herzegovina,2004,5-9,67,1494,0.04484605087014726
Bosnia and Herzegovina,2004,5-9,60,1494,0.040160642570281124
Bosnia and Herzegovina,2004,5-9,50,1494,0.03346720214190094
Bosnia and Herzegovina,2004,10+,195,1494,0.13052208835341367
Bosnia and Herzegovina,2004,10+,130,1494,0.08701472556894244
Bosnia and Herzegovina,2004,10+,118,1494,0.07898259705488621
Bosnia and Herzegovina,2004,10+,127,1494,0.08500669344042838
Bosnia and Herzegovina,2003,0-1,115,1918,0.05995828988529719
Bosnia and Herzegovina,2003,1-2,285,1918,0.14859228362878
Bosnia and Herzegovina,2003,3-4,268,1918,0.1397288842544317
Bosnia and Herzegovina,2003,5-9,1250,1918,0.6517205422314911
Bosnia and Herzegovina,2002,0-1,127,2272,0.055897887323943664
Bosnia and Herzegovina,2002,1-2,336,2272,0.14788732394366197
Bosnia and Herzegovina,2002,3-4,277,2272,0.12191901408450705
Bosnia and Herzegovina,2002,5-9,1532,2272,0.6742957746478874
Bosnia and Herzegovina,2001,0-1,93,2126,0.04374412041392286
Bosnia and Herzegovina,2001,1-2,288,2126,0.1354656632173095
Bosnia and Herzegovina,2001,3-4,284,2126,0.13358419567262464
Bosnia and Herzegovina,2001,5-9,1461,2126,0.687206020696143
Bosnia and Herzegovina,2000,0-1,84,1929,0.04354587869362364
Bosnia and Herzegovina,2000,1-2,259,1929,0.13426645930533956
Bosnia and Herzegovina,2000,3-4,223,1929,0.11560393986521514
Bosnia and Herzegovina,2000,5-9,1363,1929,0.7065837221358217
Bosnia and Herzegovina,1999,0-1,4,1995,0.0020050125313283208
Bosnia and Herzegovina,1999,1-2,259,1995,0.12982456140350876
Bosnia and Herzegovina,1999,3-4,215,1995,0.10776942355889724
Bosnia and Herzegovina,1999,5-9,1450,1995,0.7268170426065163
Bosnia and Herzegovina,1998,0-1,22,1964,0.01120162932790224
Bosnia and Herzegovina,1998,1-2,245,1964,0.12474541751527495
Bosnia and Herzegovina,1998,3-4,191,1964,0.09725050916496945
Bosnia and Herzegovina,1998,5-9,1432,1964,0.7291242362525459
Bosnia and Herzegovina,1997,0-1,34,1835,0.018528610354223433
Bosnia and Herzegovina,1997,1-2,215,1835,0.11716621253405994
Bosnia and Herzegovina,1997,3-4,161,1835,0.08773841961852862
Bosnia and Herzegovina,1997,5-9,1352,1835,0.7367847411444142
Bulgaria,2023,0-1,189,9088,0.020796654929577465
Bulgaria,2023,0-1,410,9088,0.04511443661971831
Bulgaria,2023,1-2,343,9088,0.037742077464788734
Bulgaria,2023,3-4,375,9088,0.04126320422535211
Bulgaria,2023,3-4,435,9088,0.04786531690140845
Bulgaria,2023,5-9,424,9088,0.04665492957746479
